cell_id,row,col,center_x,center_y,vertex_count,signed_area,area
148,12,20,1.6351995390,0.6996192202,4,0.0365142248,0.0365142248
149,13,9,-1.0575426806,1.3736819745,4,0.0838807637,0.0838807637
150,13,10,-0.7524222613,1.3553315957,4,0.1315641165,0.1315641165
151,13,11,-0.4193673794,1.2788238456,4,0.1125532277,0.1125532277
152,13,12,-0.1177015584,1.2275495957,4,0.0983521985,0.0983521985
153,13,13,0.1636352895,1.1896651511,4,0.0792143342,0.0792143342
154,13,14,0.4249316880,1.1800268483,4,0.0760217532,0.0760217532
155,13,15,0.6845994475,1.1972182243,4,0.0847678496,0.0847678496
156,13,16,0.9563620627,1.2403338441,4,0.1057459098,0.1057459098
157,13,17,1.1720241396,1.2063857228,4,0.0716345158,0.0716345158
158,13,18,1.3259349078,1.1090630755,4,0.0453623498,0.0453623498
159,13,19,1.4495575409,1.0152805730,4,0.0281702408,0.0281702408
160,13,20,1.5580513481,0.9309639001,4,0.0164391586,0.0164391586
161,13,21,1.4044889485,1.2853735432,4,0.0000784189,0.0000784189
162,14,10,-0.6811985912,1.6227800862,4,0.0532321321,0.0532321321
163,14,11,-0.4099656054,1.6253771867,4,0.0954100825,0.0954100825
164,14,12,-0.1445058938,1.5668471282,4,0.0917098048,0.0917098048
165,14,13,0.1333084680,1.4711976809,4,0.0669636491,0.0669636491
166,14,14,0.3950611615,1.4556676756,4,0.0661546041,0.0661546041
167,14,15,0.6593604974,1.4982101887,4,0.0784492818,0.0784492818
168,14,16,0.9033287004,1.5142889549,4,0.0510627191,0.0510627191
169,15,12,-0.1038660656,1.7493602886,4,0.0207979363,0.0207979363
170,15,13,0.1221093177,1.6760469358,4,0.0361834041,0.0361834041
171,15,14,0.3630728069,1.6754057341,4,0.0455949392,0.0455949392
172,15,15,0.5786194156,1.6918463220,4,0.0295306301,0.0295306301
173,16,12,-0.0800492478,1.8171935710,4,0.0101264459,0.0101264459
174,16,13,0.1079095829,1.7980039182,4,0.0193220245,0.0193220245
175,16,14,0.2961468692,1.7923190483,4,0.0121757810,0.0121757810
176,17,14,0.3741348833,1.8118725760,4,0.0001033175,0.0001033175
